t (seconds)	θ (degrees)	uncertainty t (type b)	uncertainty θ (type b, based on the precision of tracker app's autotracker measurements which can vary because of motion blur, estimated to be on the magnitude of +-1 degree)
322.3333	-2.845903	0.01	1
322.3667	-5.906436	0.01	1
322.4	-8.645893	0.01	1
322.4333	-11.28488	0.01	1
322.4667	-13.505	0.01	1
322.5	-15.324	0.01	1
322.5333	-16.53872	0.01	1
322.5667	-17.40044	0.01	1
322.6	-17.50037	0.01	1
322.6333	-17.24303	0.01	1
322.6667	-16.31731	0.01	1
322.7	-14.93214	0.01	1
322.7333	-13.06191	0.01	1
322.7667	-10.68589	0.01	1
322.8	-8.056228	0.01	1
322.8333	-5.151161	0.01	1
322.8667	-2.118345	0.01	1
322.9	0.948553	0.01	1
322.9333	4.045398	0.01	1
322.9667	6.432479	0.01	1
323	8.834047	0.01	1
323.0333	10.87629	0.01	1
323.0667	12.43636	0.01	1
323.1	13.43501	0.01	1
323.1333	13.8406	0.01	1
323.1667	13.87395	0.01	1
323.2	13.21869	0.01	1
323.2333	12.14333	0.01	1
323.2667	10.38164	0.01	1
323.3	8.302951	0.01	1
323.3333	5.785541	0.01	1
323.3667	3.158216	0.01	1
323.4	0.2806033	0.01	1
323.4333	-2.694015	0.01	1
323.4667	-5.787164	0.01	1
323.5	-8.631632	0.01	1
323.5333	-9.887758	0.01	1
323.5667	-12.314	0.01	1
323.6	-14.42058	0.01	1
323.6333	-15.95728	0.01	1
323.6667	-16.99288	0.01	1
323.7	-17.35229	0.01	1
323.7333	-17.38987	0.01	1
323.7667	-16.78581	0.01	1
323.8	-15.68203	0.01	1
323.8333	-13.98798	0.01	1
323.8667	-11.91493	0.01	1
323.9	-9.445139	0.01	1
323.9333	-6.612364	0.01	1
323.9667	-3.578343	0.01	1
324	-0.5422709	0.01	1
324.0333	2.424065	0.01	1
324.0667	5.289486	0.01	1
324.1	7.827019	0.01	1
324.1333	9.992766	0.01	1
324.1667	11.79564	0.01	1
324.2	13.01131	0.01	1
324.2333	13.85247	0.01	1
324.2667	13.93724	0.01	1
324.3	13.75163	0.01	1
324.3333	12.6241	0.01	1
324.3667	11.30155	0.01	1
324.4	9.35603	0.01	1
324.4333	7.034219	0.01	1
324.4667	4.309915	0.01	1
324.5	1.4696	0.01	1
324.5333	-1.537419	0.01	1
324.5667	-4.50066	0.01	1
324.6	-7.414964	0.01	1
324.6333	-10.04375	0.01	1
324.6667	-12.40938	0.01	1
324.7	-14.48575	0.01	1
324.7333	-16.08856	0.01	1
324.7667	-17.05049	0.01	1
324.8	-17.471	0.01	1
324.8333	-17.50842	0.01	1
324.8667	-16.75982	0.01	1
324.9	-15.62792	0.01	1
324.9333	-13.98474	0.01	1
324.9667	-11.79598	0.01	1
325	-9.287705	0.01	1
325.0333	-6.451998	0.01	1
325.0667	-3.541752	0.01	1
325.1	-0.5378134	0.01	1
325.1333	2.346185	0.01	1
325.1667	5.148474	0.01	1
325.2	6.379577	0.01	1
325.2333	8.74184	0.01	1
325.2667	10.67342	0.01	1
325.3	12.29821	0.01	1
325.3333	13.31669	0.01	1
325.3667	13.66956	0.01	1
325.4	13.63004	0.01	1
325.4333	12.95217	0.01	1
325.4667	11.72487	0.01	1
325.5	10.00833	0.01	1
325.5333	7.932384	0.01	1
325.5667	5.458291	0.01	1
325.6	2.785462	0.01	1
325.6333	-0.07554146	0.01	1
325.6667	-2.966622	0.01	1
325.7	-5.980185	0.01	1
325.7333	-8.757058	0.01	1
325.7667	-11.4023	0.01	1
325.8	-13.56533	0.01	1
325.8333	-15.32342	0.01	1
325.8667	-16.50177	0.01	1
325.9	-17.21824	0.01	1
325.9333	-17.2833	0.01	1
325.9667	-16.93354	0.01	1
326	-15.98857	0.01	1
326.0333	-14.49979	0.01	1
326.0667	-12.61397	0.01	1
326.1	-10.34604	0.01	1
326.1333	-7.617361	0.01	1
326.1667	-4.848911	0.01	1
326.2	-1.881296	0.01	1
326.2333	1.171877	0.01	1
326.2667	4.11152	0.01	1
326.3	6.869417	0.01	1
326.3333	9.183563	0.01	1
326.3667	11.02097	0.01	1
326.4	12.53928	0.01	1
326.4333	13.50447	0.01	1
326.4667	13.80726	0.01	1
326.5	13.75086	0.01	1
326.5333	13.08136	0.01	1
326.5667	11.8114	0.01	1
326.6	10.00945	0.01	1
326.6333	7.942289	0.01	1
326.6667	5.355875	0.01	1
326.7	2.718047	0.01	1
326.7333	-0.03432926	0.01	1
326.7667	-2.964448	0.01	1
326.8	-5.830642	0.01	1
326.8333	-7.290493	0.01	1
326.8667	-9.866611	0.01	1
326.9	-12.33664	0.01	1
326.9333	-14.32314	0.01	1
326.9667	-15.85562	0.01	1
327	-16.86762	0.01	1
327.0333	-17.23391	0.01	1
327.0667	-17.30158	0.01	1
327.1	-16.53149	0.01	1
327.1333	-15.43741	0.01	1
327.1667	-13.7353	0.01	1
327.2	-11.69781	0.01	1
327.2333	-9.186945	0.01	1
327.2667	-6.206703	0.01	1
327.3	-3.358364	0.01	1
327.3333	-0.2761005	0.01	1
327.3667	2.48797	0.01	1
327.4	5.221256	0.01	1
327.4333	7.75889	0.01	1
327.4667	9.84537	0.01	1
327.5	11.58651	0.01	1
327.5333	12.72781	0.01	1
327.5667	13.35471	0.01	1
327.6	13.36387	0.01	1
327.6333	13.06688	0.01	1
327.6667	12.15015	0.01	1
327.7	10.86337	0.01	1
327.7333	8.932922	0.01	1
327.7667	6.618901	0.01	1
327.8	3.900577	0.01	1
327.8333	1.021191	0.01	1
327.8667	-1.783604	0.01	1
327.9	-4.741664	0.01	1
327.9333	-7.560511	0.01	1
327.9667	-10.10088	0.01	1
328	-12.40652	0.01	1
328.0333	-14.33768	0.01	1
328.0667	-15.84443	0.01	1
328.1	-16.90567	0.01	1
328.1333	-17.20539	0.01	1
328.1667	-17.2065	0.01	1
328.2	-16.468	0.01	1
328.2333	-15.27924	0.01	1
328.2667	-13.65657	0.01	1
328.3	-11.5379	0.01	1
328.3333	-9.002017	0.01	1
328.3667	-6.184541	0.01	1
328.4	-3.193163	0.01	1
328.4333	-0.1982792	0.01	1
328.4667	1.401345	0.01	1
328.5	4.153255	0.01	1
328.5333	6.792194	0.01	1
328.5667	9.01466	0.01	1
328.6	10.87997	0.01	1
328.6333	12.39346	0.01	1
328.6667	13.3666	0.01	1
328.7	13.75557	0.01	1
328.7333	13.74639	0.01	1
328.7667	13.0693	0.01	1
328.8	11.90059	0.01	1
328.8333	10.08046	0.01	1
328.8667	7.877424	0.01	1
328.9	5.414104	0.01	1
328.9333	2.740284	0.01	1
328.9667	-0.2494498	0.01	1
329	-3.175306	0.01	1
329.0333	-6.127978	0.01	1
329.0667	-8.85113	0.01	1
329.1	-11.12933	0.01	1
329.1333	-13.29321	0.01	1
329.1667	-15.05058	0.01	1
329.2	-16.14416	0.01	1
329.2333	-16.79201	0.01	1
329.2667	-16.86221	0.01	1
329.3	-16.43919	0.01	1
329.3333	-15.46229	0.01	1
329.3667	-14.02134	0.01	1
329.4	-12.07885	0.01	1
329.4333	-9.791452	0.01	1
329.4667	-7.274369	0.01	1
329.5	-4.446282	0.01	1
329.5333	-1.609559	0.01	1
329.5667	1.344973	0.01	1
329.6	4.169959	0.01	1
329.6333	6.489463	0.01	1
329.6667	8.70334	0.01	1
329.7	10.6053	0.01	1
329.7333	12.0426	0.01	1
329.7667	12.96641	0.01	1
329.8	13.36759	0.01	1
329.8333	13.28993	0.01	1
329.8667	12.57525	0.01	1
329.9	11.41727	0.01	1
329.9333	9.70352	0.01	1
329.9667	7.63384	0.01	1
330	5.133071	0.01	1
330.0333	2.502924	0.01	1
330.0667	-0.2780207	0.01	1
330.1	-1.715488	0.01	1
330.1333	-4.63342	0.01	1
330.1667	-7.415009	0.01	1
330.2	-9.942302	0.01	1
330.2333	-12.2513	0.01	1
330.2667	-14.29283	0.01	1
330.3	-15.53042	0.01	1
330.3333	-16.48258	0.01	1
330.3667	-16.7852	0.01	1
330.4	-16.77112	0.01	1
330.4333	-15.98896	0.01	1
330.4667	-14.90606	0.01	1
330.5	-13.21347	0.01	1
330.5333	-11.18739	0.01	1
330.5667	-8.690173	0.01	1
330.6	-5.983468	0.01	1
330.6333	-3.13091	0.01	1
330.6667	-0.3080108	0.01	1
330.7	2.510083	0.01	1
330.7333	5.0665	0.01	1
330.7667	7.56201	0.01	1
330.8	9.592681	0.01	1
330.8333	11.25938	0.01	1
330.8667	12.419	0.01	1
330.9	13.12999	0.01	1
330.9333	13.17794	0.01	1
330.9667	12.83349	0.01	1
331	11.85883	0.01	1
331.0333	10.48721	0.01	1
331.0667	8.467493	0.01	1
331.1	6.209808	0.01	1
331.1333	3.89189	0.01	1
331.1667	0.9962927	0.01	1
331.2	-1.889317	0.01	1
331.2333	-4.812972	0.01	1
331.2667	-7.504919	0.01	1
331.3	-10.02418	0.01	1
331.3333	-12.32307	0.01	1
331.3667	-14.17337	0.01	1
331.4	-15.64351	0.01	1
331.4333	-16.42269	0.01	1
331.4667	-16.73108	0.01	1
331.5	-16.72368	0.01	1
331.5333	-15.9341	0.01	1
331.5667	-14.7175	0.01	1
331.6	-13.05633	0.01	1
331.6333	-10.99353	0.01	1
331.6667	-8.507493	0.01	1
331.7	-5.880245	0.01	1
331.7333	-4.449822	0.01	1
331.7667	-1.66372	0.01	1
331.8	1.272378	0.01	1
331.8333	3.996572	0.01	1
331.8667	6.555937	0.01	1
331.9	8.804511	0.01	1
331.9333	10.61175	0.01	1
331.9667	12.02598	0.01	1
332	12.91509	0.01	1
332.0333	13.18716	0.01	1
332.0667	13.16411	0.01	1
332.1	12.41373	0.01	1
332.1333	11.27389	0.01	1
332.1667	9.579549	0.01	1
332.2	7.439153	0.01	1
332.2333	4.955768	0.01	1
332.2667	2.345814	0.01	1
332.3	-0.4746213	0.01	1
332.3333	-3.129558	0.01	1
332.3667	-6.06858	0.01	1
332.4	-8.678945	0.01	1
332.4333	-10.99789	0.01	1
332.4667	-13.09974	0.01	1
332.5	-14.84348	0.01	1
332.5333	-15.94549	0.01	1
332.5667	-16.49447	0.01	1
332.6	-16.59545	0.01	1
332.6333	-16.21664	0.01	1
332.6667	-15.24534	0.01	1
332.7	-13.71069	0.01	1
332.7333	-11.79918	0.01	1
332.7667	-9.485115	0.01	1
332.8	-7.026437	0.01	1
332.8333	-4.287433	0.01	1
332.8667	-1.336932	0.01	1
332.9	1.503942	0.01	1
332.9333	4.242555	0.01	1
332.9667	6.798631	0.01	1
333	8.866936	0.01	1
333.0333	10.66464	0.01	1
333.0667	12.04538	0.01	1
333.1	12.92503	0.01	1
333.1333	13.27895	0.01	1
333.1667	13.18312	0.01	1
333.2	12.49048	0.01	1
333.2333	11.28952	0.01	1
333.2667	9.539132	0.01	1
333.3	7.381583	0.01	1
333.3333	4.880161	0.01	1
333.3667	3.572576	0.01	1
333.4	0.8325677	0.01	1
333.4333	-2.033759	0.01	1
333.4667	-4.924513	0.01	1
333.5	-7.654301	0.01	1
333.5333	-10.12742	0.01	1
333.5667	-12.31531	0.01	1
333.6	-14.15686	0.01	1
333.6333	-15.43181	0.01	1
333.6667	-16.31155	0.01	1
333.7	-16.56009	0.01	1
333.7333	-16.56355	0.01	1
333.7667	-15.76208	0.01	1
333.8	-14.53049	0.01	1
333.8333	-12.78839	0.01	1
333.8667	-10.72202	0.01	1
333.9	-8.325805	0.01	1
333.9333	-5.589455	0.01	1
333.9667	-2.803673	0.01	1
334	0.1499197	0.01	1
334.0333	2.78026	0.01	1
334.0667	5.204327	0.01	1
334.1	7.606342	0.01	1
334.1333	9.525088	0.01	1
334.1667	11.11682	0.01	1
334.2	12.19646	0.01	1
334.2333	12.62727	0.01	1
334.2667	12.82251	0.01	1
334.3	12.47194	0.01	1
334.3333	11.43136	0.01	1
334.3667	10.06908	0.01	1
334.4	8.155827	0.01	1
334.4333	5.830766	0.01	1
334.4667	3.441176	0.01	1
334.5	0.6396813	0.01	1
334.5333	-2.126918	0.01	1
334.5667	-4.833866	0.01	1
334.6	-7.464588	0.01	1
334.6333	-9.996154	0.01	1
334.6667	-12.14431	0.01	1
334.7	-13.99896	0.01	1
334.7333	-15.37785	0.01	1
334.7667	-16.09507	0.01	1
334.8	-16.3441	0.01	1
334.8333	-16.3722	0.01	1
334.8667	-15.54812	0.01	1
334.9	-14.35476	0.01	1
334.9333	-12.73154	0.01	1
334.9667	-10.64927	0.01	1
335	-9.556341	0.01	1
335.0333	-7.09658	0.01	1
335.0667	-4.311144	0.01	1
335.1	-1.493632	0.01	1
335.1333	1.339503	0.01	1
335.1667	4.028855	0.01	1
335.2	6.495205	0.01	1
335.2333	8.545957	0.01	1
335.2667	10.34214	0.01	1
335.3	11.65632	0.01	1
335.3333	12.61613	0.01	1
335.3667	12.91419	0.01	1
335.4	12.86723	0.01	1
335.4333	12.08578	0.01	1
335.4667	10.84106	0.01	1
335.5	9.08853	0.01	1
335.5333	6.928107	0.01	1
335.5667	4.453923	0.01	1
335.6	1.847256	0.01	1
335.6333	-0.8154314	0.01	1
335.6667	-3.561492	0.01	1
335.7	-6.229758	0.01	1
335.7333	-8.932835	0.01	1
335.7667	-11.14361	0.01	1
335.8	-13.10886	0.01	1
335.8333	-14.6585	0.01	1
335.8667	-15.75951	0.01	1
335.9	-16.27009	0.01	1
335.9333	-16.3834	0.01	1
335.9667	-15.8992	0.01	1
336	-14.90551	0.01	1
336.0333	-13.37977	0.01	1
336.0667	-11.51968	0.01	1
336.1	-9.215311	0.01	1
336.1333	-6.62037	0.01	1
336.1667	-3.967293	0.01	1
336.2	-1.095977	0.01	1
336.2333	1.657047	0.01	1
336.2667	4.253739	0.01	1
336.3	6.779599	0.01	1
336.3333	8.811698	0.01	1
336.3667	10.55843	0.01	1
336.4	11.99797	0.01	1
336.4333	12.88753	0.01	1
336.4667	13.17321	0.01	1
336.5	13.16612	0.01	1
336.5333	12.49986	0.01	1
336.5667	11.30202	0.01	1
336.6	9.464104	0.01	1
336.6333	8.233246	0.01	1
336.6667	5.965962	0.01	1
336.7	3.545061	0.01	1
336.7333	0.7850307	0.01	1
336.7667	-1.98788	0.01	1
336.8	-4.80531	0.01	1
336.8333	-7.459318	0.01	1
336.8667	-9.931597	0.01	1
336.9	-12.07047	0.01	1
336.9333	-13.72148	0.01	1
336.9667	-14.96839	0.01	1
337	-15.79213	0.01	1
337.0333	-15.94038	0.01	1
337.0667	-15.94227	0.01	1
337.1	-15.11014	0.01	1
337.1333	-13.91172	0.01	1
337.1667	-12.11887	0.01	1
337.2	-9.992088	0.01	1
337.2333	-7.673031	0.01	1
337.2667	-5.084142	0.01	1
337.3	-2.433548	0.01	1
337.3333	0.4934664	0.01	1
337.3667	3.240008	0.01	1
337.4	5.96726	0.01	1
337.4333	8.029283	0.01	1
337.4667	9.86969	0.01	1
337.5	11.32025	0.01	1
337.5333	12.27642	0.01	1
337.5667	12.71671	0.01	1
337.6	12.75139	0.01	1
337.6333	12.34674	0.01	1
337.6667	11.29679	0.01	1
337.7	9.899088	0.01	1
337.7333	7.916615	0.01	1
337.7667	5.648087	0.01	1
337.8	3.296668	0.01	1
337.8333	0.4908801	0.01	1
337.8667	-2.310166	0.01	1
337.9	-5.016565	0.01	1
337.9333	-7.723464	0.01	1
337.9667	-10.04892	0.01	1
338	-12.15829	0.01	1
338.0333	-13.74695	0.01	1
338.0667	-14.98348	0.01	1
338.1	-15.83055	0.01	1
338.1333	-15.94241	0.01	1
338.1667	-15.95162	0.01	1
338.2	-15.02499	0.01	1
338.2333	-13.80856	0.01	1
338.2667	-13.07291	0.01	1
338.3	-11.14751	0.01	1
338.3333	-8.928232	0.01	1
338.3667	-6.393448	0.01	1
338.4	-3.662751	0.01	1
338.4333	-0.9391438	0.01	1
338.4667	1.76326	0.01	1
338.5	4.257386	0.01	1
338.5333	6.662453	0.01	1
338.5667	8.605777	0.01	1
338.6	10.29507	0.01	1
338.6333	11.6744	0.01	1
338.6667	12.52093	0.01	1
338.7	12.71676	0.01	1
338.7333	12.71977	0.01	1
338.7667	11.91623	0.01	1
338.8	10.71957	0.01	1
338.8333	8.927097	0.01	1
338.8667	6.812126	0.01	1
338.9	4.32531	0.01	1
338.9333	1.745205	0.01	1
338.9667	-0.8724326	0.01	1
339	-3.57543	0.01	1
339.0333	-6.201846	0.01	1
339.0667	-8.755122	0.01	1
339.1	-11.01572	0.01	1
339.1333	-12.76461	0.01	1
339.1667	-14.19203	0.01	1
339.2	-15.32575	0.01	1
339.2333	-15.77564	0.01	1
339.2667	-15.85821	0.01	1
339.3	-15.40225	0.01	1
339.3333	-14.33947	0.01	1
339.3667	-12.81544	0.01	1
339.4	-10.86665	0.01	1
339.4333	-8.68887	0.01	1
339.4667	-6.211865	0.01	1
339.5	-3.536297	0.01	1
339.5333	-0.7732106	0.01	1
339.5667	1.777185	0.01	1
339.6	4.295745	0.01	1
339.6333	6.614411	0.01	1
339.6667	8.607733	0.01	1
339.7	10.27313	0.01	1
339.7333	11.58958	0.01	1
339.7667	12.37309	0.01	1
339.8	12.37655	0.01	1
339.8333	12.26912	0.01	1
339.8667	11.44704	0.01	1
339.9	10.9142	0.01	1
339.9333	9.5033	0.01	1
339.9667	7.547763	0.01	1
340	5.23577	0.01	1
340.0333	2.899671	0.01	1
340.0667	0.1915802	0.01	1
340.1	-2.64755	0.01	1
340.1333	-5.211085	0.01	1
340.1667	-7.743685	0.01	1
340.2	-10.08298	0.01	1
340.2333	-12.05513	0.01	1
340.2667	-13.71827	0.01	1
340.3	-14.96493	0.01	1
340.3333	-15.65715	0.01	1
340.3667	-15.7728	0.01	1
340.4	-15.748	0.01	1
340.4333	-14.8523	0.01	1
340.4667	-13.59654	0.01	1
340.5	-11.83015	0.01	1
340.5333	-9.760513	0.01	1
340.5667	-7.400296	0.01	1
340.6	-4.87472	0.01	1
340.6333	-2.159879	0.01	1
340.6667	0.5658955	0.01	1
340.7	3.184209	0.01	1
340.7333	5.400527	0.01	1
340.7667	7.571677	0.01	1
340.8	9.415546	0.01	1
340.8333	10.90473	0.01	1
340.8667	11.80095	0.01	1
340.9	12.12947	0.01	1
340.9333	12.21715	0.01	1
340.9667	11.61693	0.01	1
341	10.51714	0.01	1
341.0333	9.063549	0.01	1
341.0667	7.169947	0.01	1
341.1	4.918672	0.01	1
341.1333	2.623792	0.01	1
341.1667	-0.09844384	0.01	1
341.2	-2.802698	0.01	1
341.2333	-5.521017	0.01	1
341.2667	-8.055784	0.01	1
341.3	-10.26089	0.01	1
341.3333	-12.22361	0.01	1
341.3667	-13.80077	0.01	1
341.4	-14.97391	0.01	1
341.4333	-15.60092	0.01	1
341.4667	-15.70571	0.01	1
341.5	-15.69788	0.01	1
341.5333	-15.3189	0.01	1
341.5667	-14.25253	0.01	1
341.6	-12.66037	0.01	1
341.6333	-10.76916	0.01	1
341.6667	-8.641177	0.01	1
341.7	-6.103442	0.01	1
341.7333	-3.463535	0.01	1
341.7667	-0.8417961	0.01	1
341.8	1.829086	0.01	1
341.8333	4.20374	0.01	1
341.8667	6.547022	0.01	1
341.9	8.506628	0.01	1
341.9333	10.10876	0.01	1
341.9667	11.35075	0.01	1
342	12.08291	0.01	1
342.0333	12.13668	0.01	1
342.0667	12.02314	0.01	1
342.1	11.0374	0.01	1
342.1333	9.727333	0.01	1
342.1667	7.986265	0.01	1
342.2	5.899046	0.01	1
342.2333	3.659259	0.01	1
342.2667	1.184429	0.01	1
342.3	-1.451875	0.01	1
342.3333	-4.102339	0.01	1
342.3667	-6.690967	0.01	1
342.4	-9.047971	0.01	1
342.4333	-11.20602	0.01	1
342.4667	-12.97861	0.01	1
342.5	-14.39658	0.01	1
342.5333	-15.24512	0.01	1
342.5667	-15.55416	0.01	1
342.6	-15.64522	0.01	1
342.6333	-15.05575	0.01	1
342.6667	-14.02677	0.01	1
342.7	-12.42707	0.01	1
342.7333	-10.62259	0.01	1
342.7667	-8.493097	0.01	1
342.8	-5.979643	0.01	1
342.8333	-3.323343	0.01	1
342.8667	-0.7904442	0.01	1
342.9	1.791191	0.01	1
342.9333	4.203807	0.01	1
342.9667	6.494996	0.01	1
343	8.368721	0.01	1
343.0333	9.973316	0.01	1
343.0667	11.21145	0.01	1
343.1	11.96611	0.01	1
343.1333	12.04819	0.01	1
343.1667	11.99021	0.01	1
343.2	11.43722	0.01	1
343.2333	10.33649	0.01	1
343.2667	8.879685	0.01	1
343.3	6.964259	0.01	1
343.3333	4.688023	0.01	1
343.3667	2.323358	0.01	1
343.4	-0.3464662	0.01	1
343.4333	-3.018933	0.01	1
343.4667	-5.567559	0.01	1
343.5	-7.987657	0.01	1
343.5333	-10.15937	0.01	1
343.5667	-12.08967	0.01	1
343.6	-13.57673	0.01	1
343.6333	-14.69936	0.01	1
343.6667	-15.27025	0.01	1
343.7	-15.41328	0.01	1
343.7333	-15.36304	0.01	1
343.7667	-14.40667	0.01	1
343.8	-13.09314	0.01	1
343.8333	-11.44596	0.01	1
343.8667	-9.516146	0.01	1
343.9	-7.067766	0.01	1
343.9333	-4.49776	0.01	1
343.9667	-1.776679	0.01	1
344	0.7982777	0.01	1
344.0333	3.425313	0.01	1
344.0667	5.748658	0.01	1
344.1	7.907186	0.01	1
344.1333	9.564509	0.01	1
344.1667	10.94789	0.01	1
344.2	11.84872	0.01	1
344.2333	12.20549	0.01	1
344.2667	12.15509	0.01	1
344.3	11.503	0.01	1
344.3333	10.34332	0.01	1
344.3667	8.944851	0.01	1
344.4	6.933063	0.01	1
344.4333	4.69634	0.01	1
344.4667	2.318009	0.01	1
344.5	-0.2648335	0.01	1
344.5333	-2.953332	0.01	1
344.5667	-5.560557	0.01	1
344.6	-7.952244	0.01	1
344.6333	-10.1889	0.01	1
344.6667	-12.09033	0.01	1
344.7	-13.60289	0.01	1
344.7333	-14.67501	0.01	1
344.7667	-15.31153	0.01	1
344.8	-15.39074	0.01	1
344.8333	-15.38813	0.01	1
344.8667	-14.74391	0.01	1
344.9	-13.70783	0.01	1
344.9333	-12.28827	0.01	1
344.9667	-10.44661	0.01	1
345	-8.166851	0.01	1
345.0333	-5.827924	0.01	1
345.0667	-3.133972	0.01	1
345.1	-0.4635132	0.01	1
345.1333	2.291127	0.01	1
345.1667	4.583257	0.01	1
345.2	6.735204	0.01	1
345.2333	8.621862	0.01	1
345.2667	10.09043	0.01	1
345.3	11.06086	0.01	1
345.3333	11.70668	0.01	1
345.3667	11.86879	0.01	1
345.4	11.55712	0.01	1
345.4333	10.74842	0.01	1
345.4667	9.440859	0.01	1
345.5	7.612508	0.01	1
345.5333	5.570295	0.01	1
345.5667	3.150385	0.01	1
345.6	0.7382728	0.01	1
345.6333	-1.828783	0.01	1
345.6667	-4.340564	0.01	1
345.7	-6.818439	0.01	1
345.7333	-9.134447	0.01	1
345.7667	-11.20155	0.01	1
345.8	-12.87433	0.01	1
345.8333	-14.14766	0.01	1
345.8667	-14.99915	0.01	1
345.9	-15.22542	0.01	1
345.9333	-15.28325	0.01	1
345.9667	-14.68041	0.01	1
346	-13.62853	0.01	1
346.0333	-12.07581	0.01	1
346.0667	-10.27417	0.01	1
346.1	-8.088615	0.01	1
346.1333	-5.609414	0.01	1
346.1667	-3.065359	0.01	1
346.2	-0.2943527	0.01	1
346.2333	2.138172	0.01	1
346.2667	4.509684	0.01	1
346.3	6.663723	0.01	1
346.3333	8.482091	0.01	1
346.3667	9.969305	0.01	1
346.4	10.9121	0.01	1
346.4333	11.30276	0.01	1
346.4667	11.65934	0.01	1
346.5	11.64444	0.01	1
346.5333	10.99299	0.01	1
346.5667	9.846582	0.01	1
346.6	8.363574	0.01	1
346.6333	6.450675	0.01	1
346.6667	4.166041	0.01	1
346.7	1.870787	0.01	1
346.7333	-0.6544111	0.01	1
346.7667	-3.259645	0.01	1
346.8	-5.77095	0.01	1
346.8333	-8.04378	0.01	1
346.8667	-10.20963	0.01	1
346.9	-12.05237	0.01	1
346.9333	-13.53791	0.01	1
346.9667	-14.56622	0.01	1
347	-15.08085	0.01	1
347.0333	-15.22939	0.01	1
347.0667	-14.9741	0.01	1
347.1	-14.10101	0.01	1
347.1333	-12.81489	0.01	1
347.1667	-11.08286	0.01	1
347.2	-9.058457	0.01	1
347.2333	-6.751299	0.01	1
347.2667	-4.239935	0.01	1
347.3	-1.664762	0.01	1
347.3333	0.8992622	0.01	1
347.3667	3.377457	0.01	1
347.4	5.767582	0.01	1
347.4333	7.706086	0.01	1
347.4667	9.344187	0.01	1
347.5	10.64373	0.01	1
347.5333	11.43683	0.01	1
347.5667	11.83273	0.01	1
347.6	11.75975	0.01	1
347.6333	11.02063	0.01	1
347.6667	9.979192	0.01	1
347.7	8.256048	0.01	1
347.7333	6.262048	0.01	1
347.7667	4.07015	0.01	1
347.8	1.820312	0.01	1
347.8333	-0.7703129	0.01	1
347.8667	-3.323406	0.01	1
347.9	-5.787578	0.01	1
347.9333	-8.202735	0.01	1
347.9667	-10.20529	0.01	1
348	-12.01623	0.01	1
348.0333	-13.5045	0.01	1
348.0667	-14.00852	0.01	1
348.1	-14.72603	0.01	1
348.1333	-14.89437	0.01	1
348.1667	-14.95453	0.01	1
348.2	-14.28015	0.01	1
348.2333	-13.1429	0.01	1
348.2667	-11.65655	0.01	1
348.3	-9.809608	0.01	1
348.3333	-7.544273	0.01	1
348.3667	-5.213155	0.01	1
348.4	-2.545125	0.01	1
348.4333	-0.006393285	0.01	1
348.4667	2.576332	0.01	1
348.5	4.772905	0.01	1
348.5333	6.844068	0.01	1
348.5667	8.641383	0.01	1
348.6	10.08816	0.01	1
348.6333	10.98193	0.01	1
348.6667	11.3601	0.01	1
348.7	11.4172	0.01	1
348.7333	11.06497	0.01	1
348.7667	10.25041	0.01	1
348.8	8.937971	0.01	1
348.8333	7.164617	0.01	1
348.8667	5.131441	0.01	1
348.9	3.01941	0.01	1
348.9333	0.5859428	0.01	1
348.9667	-1.950631	0.01	1
349	-4.382787	0.01	1
349.0333	-6.866124	0.01	1
349.0667	-9.077344	0.01	1
349.1	-11.0358	0.01	1
349.1333	-12.63753	0.01	1
349.1667	-13.94087	0.01	1
349.2	-14.64808	0.01	1
349.2333	-14.73831	0.01	1
349.2667	-14.71912	0.01	1
349.3	-13.99175	0.01	1
349.3333	-12.87046	0.01	1
349.3667	-11.38582	0.01	1
349.4	-9.548817	0.01	1
349.4333	-7.335395	0.01	1
349.4667	-4.953413	0.01	1
349.5	-2.414491	0.01	1
349.5333	0.1159717	0.01	1
349.5667	2.729954	0.01	1
349.6	4.792283	0.01	1
349.6333	6.859063	0.01	1
349.6667	8.579834	0.01	1
349.7	10.01262	0.01	1
349.7333	10.57527	0.01	1
349.7667	11.36667	0.01	1
349.8	11.64665	0.01	1
349.8333	11.60878	0.01	1
349.8667	10.84559	0.01	1
349.9	9.684088	0.01	1
349.9333	8.261494	0.01	1
349.9667	6.266201	0.01	1
350	4.044881	0.01	1
350.0333	1.761344	0.01	1
350.0667	-0.4519611	0.01	1
350.1	-3.116086	0.01	1
350.1333	-5.61	0.01	1
350.1667	-7.951025	0.01	1
350.2	-9.974896	0.01	1
350.2333	-11.77013	0.01	1
350.2667	-13.14496	0.01	1
350.3	-14.06993	0.01	1
350.3333	-14.388	0.01	1
350.3667	-14.43129	0.01	1
350.4	-14.07773	0.01	1
350.4333	-13.12643	0.01	1
350.4667	-11.74361	0.01	1
350.5	-10.00049	0.01	1
350.5333	-8.109556	0.01	1
350.5667	-5.795761	0.01	1
350.6	-3.547562	0.01	1
350.6333	-1.072462	0.01	1
350.6667	1.302382	0.01	1
350.7	3.671606	0.01	1
350.7333	5.920589	0.01	1
350.7667	7.755075	0.01	1
350.8	9.334495	0.01	1
350.8333	10.32824	0.01	1
350.8667	11.09051	0.01	1
350.9	11.3295	0.01	1
350.9333	11.34963	0.01	1
