t (seconds)	θ (degrees)
0.0	-19.20236
0.008335	-19.27996
0.016665	-19.40951
0.025	-19.3795
0.033335	-19.3657
0.041665	-19.30317
0.05	-19.22173
0.058335	-18.90605
0.066665	-18.6525
0.075	-18.37101
0.083335	-18.11401
0.091665	-17.72364
0.1	-17.32176
0.108335	-16.96637
0.116665	-16.4535
0.125	-15.92966
0.133335	-15.39882
0.141665	-14.84423
0.15	-14.19731
0.158335	-13.55378
0.166665	-12.88817
0.175	-12.1621
0.183335	-11.44026
0.191665	-10.6249
0.2	-10.62353
0.208335	-10.62797
0.216665	-8.21091
0.225	-7.323116
0.233335	-6.485029
0.241665	-5.633894
0.25	-4.754961
0.258335	-3.833143
0.266665	-2.916538
0.275	-1.992766
0.283335	-1.058895
0.291665	-0.067974
0.3	0.801022
0.308335	1.795233
0.316665	2.725516
0.325	3.655656
0.333335	4.528389
0.341665	5.407258
0.35	6.252622
0.358335	7.141208
0.366665	7.985636
0.375	8.801075
0.383335	9.593494
0.391665	10.39311
0.4	11.21573
0.408335	12.00958
0.416665	12.6624
0.425	13.34017
0.433335	13.99588
0.441665	14.6091
0.45	15.20739
0.458335	15.79323
0.466665	16.28094
0.475	16.75055
0.483335	17.21677
0.491665	17.56596
0.5	17.86541
0.508335	18.17931
0.516665	18.47593
0.525	18.66487
0.533335	18.97746
0.541665	19.05388
0.55	19.23043
0.558335	19.3797
0.566665	19.37803
0.575	19.33888
0.583335	19.31231
0.591665	19.25063
0.6	19.19463
0.608335	18.97545
0.616665	18.70044
0.625	18.44124
0.633335	18.13301
0.641665	17.70641
0.65	17.32642
0.658335	16.87576
0.666665	16.42528
0.675	15.87585
0.683335	15.39707
0.691665	14.81774
0.7	14.29796
0.708335	13.69569
0.716665	13.04493
0.725	12.3416
0.733335	11.59063
0.741665	10.90316
0.75	10.177976
0.758335	9.338976
0.766665	8.482356
0.775	7.65933
0.783335	6.778106
0.791665	5.902244
0.8	4.986729
0.808335	4.10976
0.816665	3.187127
0.825	2.293931
0.833335	1.395499
0.841665	0.444578
0.85	-0.520805
0.858335	-1.461847
0.866665	-2.42401
0.875	-3.312974
0.883335	-4.318928
0.891665	-5.183135
0.9	-6.092323
0.908335	-7.049281
0.916665	-7.884035
0.925	-8.687312
0.933335	-9.505399
0.941665	-10.33464
0.95	-11.07973
0.958335	-11.84139
0.966665	-12.65902
0.975	-13.24886
0.983335	-13.91674
0.991665	-14.47843
1.0	-15.0559
1.008335	-15.60327
1.016665	-16.20389
1.025	-16.72817
1.033335	-17.18088
1.041665	-17.59608
1.05	-17.98786
1.058335	-18.37977
1.066665	-18.702
1.075	-18.86089
1.083335	-19.11914
1.091665	-19.2269
1.1	-19.36708
1.108335	-19.36675
1.116665	-19.38084
1.125	-19.41081
1.133335	-19.41888
1.141665	-19.37845
1.15	-19.20717
1.158335	-19.14085
1.166665	-18.83969
1.175	-18.52541
1.183335	-18.16159
1.191665	-17.80917
1.2	-17.47244
1.208335	-17.00309
1.216665	-16.52005
1.225	-15.97194
1.233335	-15.4233
1.241665	-14.85621
1.25	-14.19999
1.258335	-13.61555
1.266665	-12.94097
1.275	-12.23878
1.283335	-11.52495
1.291665	-10.74473
1.3	-9.93123
1.308335	-9.174613
1.316665	-8.357069
1.325	-7.43659
1.333335	-6.572771
1.341665	-5.687648
1.35	-4.797274
1.358335	-3.882206
1.366665	-2.896996
1.375	-1.983825
1.383335	-1.095715
1.391665	-0.092845
1.4	0.811994
1.408335	1.765728
1.416665	2.738116
1.425	3.63756
1.433335	4.488132
1.441665	5.430258
1.45	6.318949
1.458335	7.164383
1.466665	7.989992
1.475	8.764925
1.483335	9.579342
1.491665	10.38528
1.5	11.19146
1.508335	11.94627
1.516665	12.65891
1.525	13.31343
1.533335	13.96046
1.541665	14.61328
1.55	15.23424
1.558335	15.78022
1.566665	16.27199
1.575	16.74542
1.583335	17.19158
1.591665	17.55591
1.6	17.85977
1.608335	18.20603
1.616665	18.49375
1.625	18.66902
1.633335	18.92177
1.641665	19.04913
1.65	19.23256
1.658335	19.29998
1.666665	19.30329
1.675	19.2796
1.683335	19.25197
1.691665	19.18558
1.7	19.06172
1.708335	18.90232
1.716665	18.64485
1.725	18.45768
1.733335	18.09919
1.741665	17.77126
1.75	17.40766
1.758335	16.99676
1.766665	16.61062
1.775	16.05917
1.783335	15.52775
1.791665	14.95575
1.8	14.36859
1.808335	13.69793
1.816665	12.98759
1.825	12.28134
1.833335	11.56943
1.841665	10.84171
1.85	10.033904
1.858335	9.274865
1.866665	8.440422
1.875	7.618372
1.883335	6.751781
1.891665	5.898119
1.9	4.990096
1.908335	4.115902
1.916665	3.200458
1.925	2.316216
1.933335	1.382313
1.941665	0.461855
1.95	-0.5135
1.958335	-1.453833
1.966665	-2.389499
1.975	-3.340345
1.983335	-4.256546
1.991665	-5.157705
2.0	-6.138025
2.008335	-6.965526
2.016665	-7.837772
2.025	-8.645889
2.033335	-9.494028
2.041665	-10.33667
2.05	-10.99342
2.058335	-11.70081
2.066665	-12.40398
2.075	-13.08041
2.083335	-13.73544
2.091665	-14.41723
2.1	-14.93944
2.108335	-15.52165
2.116665	-16.05688
2.125	-16.57932
2.133335	-17.01761
2.141665	-17.44599
2.15	-17.7964
2.158335	-18.14555
2.166665	-18.43946
2.175	-18.65218
2.183335	-18.89407
2.191665	-18.98178
2.2	-19.11611
2.208335	-19.19263
2.216665	-19.20136
2.225	-19.16895
2.233335	-19.17216
2.241665	-19.1215
2.25	-18.956
2.258335	-18.79169
2.266665	-18.57312
2.275	-18.26883
2.283335	-17.9532
2.291665	-17.54838
2.3	-17.21625
2.308335	-16.78504
2.316665	-16.35461
2.325	-15.825
2.333335	-15.26506
2.341665	-14.71825
2.35	-14.09711
2.358335	-13.44067
2.366665	-12.79865
2.375	-12.12622
2.383335	-11.40143
2.391665	-10.68384
2.4	-9.91026
2.408335	-9.144928
2.416665	-8.410581
2.425	-7.553238
2.433335	-6.712725
2.441665	-5.866891
2.45	-4.963937
2.458335	-4.00486
2.466665	-3.10828
2.475	-2.123781
2.483335	-1.223094
2.491665	-0.272133
2.5	0.668621
2.508335	1.591494
2.516665	2.573768
2.525	3.464135
2.533335	4.314181
2.541665	5.267651
2.55	6.180212
2.558335	6.971834
2.566665	7.831759
2.575	8.582811
2.583335	9.420833
2.591665	10.22154
2.6	10.97787
2.608335	11.67281
2.616665	12.34457
2.625	12.98573
2.633335	13.61531
2.641665	14.26938
2.65	14.89909
2.658335	15.41363
2.666665	15.91632
2.675	16.38896
2.683335	16.83867
2.691665	17.20462
2.7	17.53209
2.708335	17.81384
2.716665	18.12184
2.725	18.3294
2.733335	18.44938
2.741665	18.61214
2.75	18.73829
2.758335	18.84337
2.766665	18.87737
2.775	18.85934
2.783335	18.84365
2.791665	18.77672
2.8	18.70226
2.808335	18.48107
2.816665	18.191
2.825	17.95687
2.833335	17.60593
2.841665	17.29789
2.85	16.77017
2.858335	16.40503
2.866665	15.91365
2.875	15.46327
2.883335	14.92569
2.891665	14.66366
2.9	14.01532
2.908335	13.46248
2.916665	12.84156
2.925	12.17061
2.933335	11.46641
2.941665	10.75089
2.95	10.047737
2.958335	9.300845
2.966665	8.48823
2.975	7.66269
2.983335	6.802502
2.991665	5.984574
3.0	5.155568
3.008335	4.306706
3.016665	3.459075
3.025	2.545302
3.033335	1.690414
3.041665	0.774032
3.05	-0.181289
3.058335	-1.154748
3.066665	-2.063851
3.075	-2.981231
3.083335	-3.9384
3.091665	-4.853853
3.1	-5.774672
3.108335	-6.689361
3.116665	-7.474983
3.125	-8.420004
3.133335	-9.241828
3.141665	-10.05777
3.15	-10.74928
3.158335	-11.49764
3.166665	-12.23274
3.175	-12.93789
3.183335	-13.53639
3.191665	-14.1369
3.2	-14.71872
3.208335	-15.23884
3.216665	-15.75903
3.225	-16.27442
3.233335	-16.69345
3.241665	-17.11969
3.25	-17.52546
3.258335	-17.84994
3.266665	-18.09107
3.275	-18.42173
3.283335	-18.60053
3.291665	-18.78968
3.3	-18.81267
3.308335	-18.9359
3.316665	-18.9956
3.325	-19.03632
3.333335	-19.02405
3.341665	-18.98574
3.35	-18.93086
3.358335	-18.74626
3.366665	-18.50029
3.375	-18.17903
3.383335	-17.91893
3.391665	-17.45606
3.4	-17.05393
3.408335	-16.72909
3.416665	-16.29032
3.425	-15.81945
3.433335	-15.30312
3.441665	-14.77423
3.45	-14.18971
3.458335	-13.50532
3.466665	-12.909
3.475	-12.23073
3.483335	-11.51035
3.491665	-10.75427
3.5	-10.02315
3.508335	-9.189816
3.516665	-8.438491
3.525	-7.626511
3.533335	-6.840338
3.541665	-5.966811
3.55	-5.070051
3.558335	-4.172504
3.566665	-3.294038
3.575	-2.446547
3.583335	-1.521648
3.591665	-0.606836
3.6	0.351681
3.608335	1.268764
3.616665	2.232972
3.625	3.149865
3.633335	4.011936
3.641665	4.924544
3.65	5.73182
3.658335	6.541361
3.666665	7.348679
3.675	8.125419
3.683335	8.923149
3.691665	9.737233
3.7	10.51826
3.708335	11.24972
3.716665	11.96388
3.725	12.64477
3.733335	13.33167
3.741665	13.93422
3.75	14.56536
3.758335	15.12321
3.766665	15.61393
3.775	16.04813
3.783335	16.54387
3.791665	17.02993
3.8	17.33642
3.808335	17.70566
3.816665	18.00166
3.825	18.21674
3.833335	18.40717
3.841665	18.59655
3.85	18.73697
3.858335	18.88061
3.866665	18.99398
3.875	19.03797
3.883335	19.0077
3.891665	18.95859
3.9	18.90728
3.908335	18.85049
3.916665	18.60209
3.925	18.32436
3.933335	18.06323
3.941665	17.72814
3.95	17.41235
3.958335	16.92446
3.966665	16.4506
3.975	15.96334
3.983335	15.46413
3.991665	14.9119
4.0	14.36199
4.008335	13.78907
4.016665	13.09333
4.025	12.38681
4.033335	11.65144
4.041665	10.92345
4.05	10.22731
4.058335	9.501191
4.066665	8.673382
4.075	7.847619
4.083335	6.986467
4.091665	6.147181
4.1	5.323957
4.108335	4.476976
4.116665	3.668919
4.125	2.812278
4.133335	1.880333
4.141665	0.950781
4.15	0.078693
4.158335	-0.818655
4.166665	-1.742175
4.175	-2.694713
4.183335	-3.637127
4.191665	-4.570282
4.2	-5.409069
4.208335	-6.278169
4.216665	-7.154192
4.225	-7.966321
4.233335	-8.797709
4.241665	-9.564743
4.25	-10.31879
4.258335	-11.08267
4.266665	-11.76899
4.275	-12.49303
4.283335	-13.10924
4.291665	-13.77366
4.3	-14.35684
4.308335	-14.98286
4.316665	-15.49013
4.325	-15.94321
4.333335	-16.3928
4.341665	-16.83366
4.35	-17.22433
4.358335	-17.56678
4.366665	-17.75172
4.375	-18.13082
4.383335	-18.28156
4.391665	-18.46252
4.4	-18.61477
4.408335	-18.65806
4.416665	-18.68489
4.425	-18.74645
4.433335	-18.73598
4.441665	-18.7215
4.45	-18.59808
4.458335	-18.44679
4.466665	-18.22211
4.475	-18.04501
4.483335	-17.71349
4.491665	-17.37892
4.5	-17.0434
4.508335	-16.55261
4.516665	-16.14889
4.525	-15.66799
4.533335	-15.1538
4.541665	-14.64434
4.55	-14.03575
4.558335	-13.33946
4.566665	-12.76021
4.575	-12.04245
4.583335	-11.28907
4.591665	-10.50823
4.6	-9.759601
4.608335	-8.997994
4.616665	-8.143764
4.625	-7.349078
4.633335	-6.552281
4.641665	-5.775278
4.65	-4.834939
4.658335	-3.918441
4.666665	-3.114211
4.675	-2.172244
4.683335	-1.213991
4.691665	-0.316147
4.7	0.639122
4.708335	1.598002
4.716665	2.504107
4.725	3.358568
4.733335	4.251582
4.741665	5.136807
4.75	5.984354
4.758335	6.836899
4.766665	7.676714
4.775	8.41742
4.783335	9.219929
4.791665	10.018053
4.8	10.80798
4.808335	11.49196
4.816665	12.13728
4.825	12.79327
